match id,team1,team2,winner,by,win amount,toss winner,toss decision,venue,city,match_dt,lighting,series_name,season,ground_id,umpire1,umpire2,inning1_runs,inning1_wickets,inning1_balls,inning2_runs,inning2_wickets,inning2_balls,team1_id,team1_roster_ids,team2_id,team2_roster_ids,series_type,winner_id,player_of_the_match_id
8888046,Bs Rs,Ga An Ws,Bs Rs,runs,45,Ga An Ws,field,Wr Pk Be St Ks,Basseterre,9/7/2021,night match,Cn Pr Le,2021,4045,CM Tt,Ve Sh,185,8,123,140,10,115,36070,2436405.0:2331475.0:7960847.0:3729984.0:5764576.0:2740408.0:3150720.0:2209171.0:7761823.0:2036649.0:3245689.0,36084,4690258.0:3715690.0:290051.0:4690188.0:4230127.0:298612.0:5744850.0:4739552.0:8442783.0:4690328.0:284339.0,other_domestic,36070,2436405
8888039,To Kt Rs,Ja Ts,To Kt Rs,runs,75,Ja Ts,field,Wr Pk Be St Ks,Basseterre,9/7/2021,day match,Cn Pr Le,2021,4045,Cr Tr,DK Br,167,4,130,92,10,116,36126,371825.0:8130415.0:1626526.0:1613926.0:1942317.0:4381761.0:1613919.0:4068133.0:3715697.0:370397.0:6489846.0,36098,3761246.0:8180570.0:1613856.0:1613898.0:1594319.0:5742470.0:3200756.0:1934099.0:4239794.0:5509524.0:1924460.0,other_domestic,36126,6489846
8888053,Ja Ts,St Ks ad Ns Ps,Ja Ts,runs,22,St Ks ad Ns Ps,field,Wr Pk Be St Ks,Basseterre,9/8/2021,day match,Cn Pr Le,2021,4045,Cr Tr,LS Rr,169,8,134,147,8,123,36098,3761246.0:8464385.0:1613898.0:5742470.0:3200756.0:1934099.0:8180570.0:4239794.0:1594319.0:5509524.0:1924460.0,38814,3023320.0:1742453.0:363173.0:8180682.0:74087.0:6347256.0:4690104.0:1613905.0:2436776.0:6706062.0:1684276.0,other_domestic,36098,1934099
8888060,Ga An Ws,St La Ks,Ga An Ws,runs,17,Ga An Ws,bat,Wr Pk Be St Ks,Basseterre,9/8/2021,night match,Cn Pr Le,2021,4045,Ve Sh,Zd Bh,151,6,126,134,6,125,36084,4690258.0:3715690.0:4690188.0:298612.0:290051.0:4230127.0:5744850.0:4739552.0:4690328.0:5554142.0:284339.0,36112,363047.0:313809.0:130437.0:2742837.0:6249256.0:4739580.0:7550892.0:305143.0:3200651.0:6347494.0:3150538.0,other_domestic,36084,
8888074,Ja Ts,St La Ks,Ja Ts,runs,55,Ja Ts,bat,Wr Pk Be St Ks,Basseterre,9/9/2021,night match,Cn Pr Le,2021,4045,CM Tt,GO Be,211,10,128,156,10,112,36098,3761246.0:8464385.0:1613898.0:5742470.0:1934099.0:3200756.0:8180570.0:1594319.0:4239794.0:5509524.0:1924460.0,36112,363047.0:313809.0:5940374.0:2742837.0:130437.0:6249256.0:1547993.0:8851030.0:4690230.0:7550892.0:3150538.0,other_domestic,36098,3761246
8888067,Bs Rs,To Kt Rs,To Kt Rs,wickets,6,To Kt Rs,field,Wr Pk Be St Ks,Basseterre,9/9/2021,day match,Cn Pr Le,2021,4045,DK Br,N Dd,93,9,121,99,4,103,36070,2436405.0:2331475.0:3729984.0:3150720.0:5764576.0:7960847.0:2740408.0:7761823.0:7550864.0:3245689.0:2036649.0,36126,371825.0:7637559.0:1626526.0:1942317.0:4381761.0:3715697.0:1613926.0:1613919.0:4068133.0:8395141.0:370397.0,other_domestic,36126,4068133
8888088,Ga An Ws,Ja Ts,Ga An Ws,runs,46,Ga An Ws,bat,Wr Pk Be St Ks,Basseterre,9/11/2021,day match,Cn Pr Le,2021,4045,GO Be,Zd Bh,169,6,124,123,10,119,36084,4690258.0:3715690.0:4690188.0:298612.0:4230127.0:4739552.0:5744850.0:3364864.0:4690328.0:5554142.0:284339.0,36098,3761246.0:8464385.0:8180570.0:5742470.0:1613898.0:1934099.0:3200756.0:1594319.0:5509524.0:4239794.0:1924460.0,other_domestic,36084,4230127
8888095,To Kt Rs,St Ks ad Ns Ps,St Ks ad Ns Ps,wickets,8,St Ks ad Ns Ps,field,Wr Pk Be St Ks,Basseterre,9/11/2021,night match,Cn Pr Le,2021,4045,Cr Tr,DK Br,159,7,125,160,2,102,36126,371825.0:370432.0:1626526.0:1942317.0:1613926.0:4381761.0:1613919.0:3715697.0:6401282.0:305808.0:6489846.0,38814,363173.0:3023320.0:1742453.0:74087.0:6401800.0:4690104.0:360086.0:6347256.0:6706062.0:8106629.0:3468870.0,other_domestic,38814,3023320
8888081,St La Ks,Bs Rs,St La Ks,runs,14,Bs Rs,field,Wr Pk Be St Ks,Basseterre,9/11/2021,day match,Cn Pr Le,2021,4045,LS Rr,N Dd,175,6,125,155,8,122,36112,363047.0:5940374.0:313809.0:2742837.0:1547993.0:6249256.0:4739580.0:8851030.0:305143.0:4690230.0:7550892.0,36070,2436405.0:2331475.0:4069666.0:5764576.0:2740408.0:1634611.0:7761823.0:3102854.0:7550864.0:3245689.0:2036649.0,other_domestic,36112,1547993
8888109,Ga An Ws,Ja Ts,Ga An Ws,runs,14,Ga An Ws,bat,Wr Pk Be St Ks,Basseterre,9/12/2021,day match,Cn Pr Le,2021,4045,LS Rr,N Dd,142,7,112,128,10,110,36084,4690258.0:3715690.0:4690188.0:298612.0:3364864.0:4230127.0:4739552.0:5744850.0:4690328.0:5554142.0:284339.0,36098,2209115.0:3761246.0:8464385.0:1613898.0:1594319.0:5742470.0:3200756.0:1934099.0:5509524.0:4239794.0:362487.0,other_domestic,36084,4739552
8888102,St La Ks,Bs Rs,Bs Rs,wickets,8,Bs Rs,field,Wr Pk Be St Ks,Basseterre,9/12/2021,day match,Cn Pr Le,2021,4045,GO Be,Zd Bh,190,6,124,191,2,123,36112,363047.0:3462080.0:2742837.0:1547993.0:6249256.0:4739580.0:130437.0:7550892.0:5940374.0:305143.0:4690230.0,36070,2436405.0:2331475.0:4069666.0:5764576.0:3729984.0:2740408.0:3150720.0:7761823.0:3102854.0:6401982.0:7550864.0,other_domestic,36070,2436405
8888116,St Ks ad Ns Ps,To Kt Rs,To Kt Rs,wickets,4,To Kt Rs,field,Wr Pk Be St Ks,Basseterre,9/12/2021,night match,Cn Pr Le,2021,4045,CM Tt,Ve Sh,147,7,128,150,6,122,38814,363173.0:8180682.0:2202318.0:6401800.0:360086.0:4690104.0:6347256.0:8106629.0:6706062.0:2436776.0:1684276.0,36126,371825.0:370432.0:1626526.0:1942317.0:1613926.0:4381761.0:2296195.0:3715697.0:8395141.0:6489846.0:370397.0,other_domestic,36126,1613926
8888130,Ga An Ws,St Ks ad Ns Ps,St Ks ad Ns Ps,wickets,7,St Ks ad Ns Ps,field,Wr Pk Be St Ks,Basseterre,9/14/2021,day match,Cn Pr Le,2021,4045,GO Be,N Dd,178,9,125,181,3,118,36084,4690258.0:3715690.0:298612.0:4230127.0:4690188.0:5744850.0:3364864.0:4739552.0:8442783.0:5554142.0:284339.0,38814,363173.0:3023320.0:360086.0:4690104.0:6401800.0:8180682.0:6347256.0:3468870.0:8106629.0:6706062.0:1684276.0,other_domestic,38814,3023320
8888123,St La Ks,To Kt Rs,St La Ks,runs,21,St La Ks,bat,Wr Pk Be St Ks,Basseterre,9/14/2021,day match,Cn Pr Le,2021,4045,DK Br,LS Rr,205,4,130,184,10,129,36112,363047.0:3462080.0:5940374.0:2742837.0:1547993.0:6249256.0:4739580.0:8851030.0:7550892.0:305143.0:4690230.0,36126,371825.0:1613919.0:1626526.0:370432.0:1942317.0:1613926.0:4381761.0:3715697.0:4068133.0:6489846.0:370397.0,other_domestic,36112,1547993
8888137,St La Ks,St Ks ad Ns Ps,St Ks ad Ns Ps,wickets,3,St La Ks,bat,Wr Pk Be St Ks,Basseterre,9/15/2021,day match,Cn Pr Le,2021,4045,DK Br,LS Rr,159,7,128,160,7,127,36112,363047.0:3462080.0:5940374.0:2742837.0:1547993.0:6249256.0:4739580.0:305143.0:7550892.0:4690230.0:3150538.0,38814,363173.0:3023320.0:8180682.0:6401800.0:360086.0:6347256.0:4690104.0:3468870.0:8106629.0:6706062.0:1684276.0,other_domestic,38814,6347256
9262042,Ga An Ws,Ja Ts,Ja Ts,wickets,4,Ja Ts,field,Wr Pk Be St Ks,Basseterre,9/3/2022,day match,Cn Pr Le,2022,4045,DK Br,Ve Sh,142,6,125,143,6,124,36084,2124002.0:3715690.0:4069666.0:4690188.0:4739552.0:3057312.0:5744850.0:4739580.0:4690328.0:2654028.0:284339.0,36098,4690258.0:3761246.0:1613898.0:5742470.0:5744780.0:1594319.0:4690104.0:5509524.0:2036649.0:4239794.0:3023383.0,other_domestic,36098,2036649
9262021,Ja Ts,St Ks ad Ns Ps,Ja Ts,runs,47,St Ks ad Ns Ps,field,Wr Pk Be St Ks,Basseterre,8/31/2022,night match,Cn Pr Le,2022,4045,GO Be,PA Gd,183,2,132,136,8,125,36098,4690258.0:3761246.0:5742470.0:4690104.0:5744780.0:1613898.0:1594319.0:5509524.0:2036649.0:4239794.0:3023383.0,38814,363047.0:3023320.0:7494668.0:1942317.0:6401800.0:360086.0:2294823.0:4171691.0:9061135.0:6706062.0:4019259.0,other_domestic,36098,4690258
9586996,St Ks ad Ns Ps,To Kt Rs,To Kt Rs,wickets,6,To Kt Rs,field,Wr Pk Be St Ks,Basseterre,8/27/2023,night match,Cn Pr Le,2023,4045,GO Be,Zd Bh,178,5,125,180,4,112,38814,3023320.0:363047.0:8180682.0:6401198.0:6401800.0:4160267.0:6347256.0:6402080.0:7535324.0:3468870.0:5789370.0,36126,2209115.0:1585457.0:4230127.0:6496412.0:1613926.0:1934099.0:360086.0:1613919.0:3715697.0:6489846.0:8395141.0,other_domestic,36126,4230127
9586975,St La Ks,To Kt Rs,St La Ks,runs,54,To Kt Rs,field,Wr Pk Be St Ks,Basseterre,8/26/2023,day match,Cn Pr Le,2023,4045,CF Wt,LS Rr,167,5,128,113,10,91,36112,313809.0:2331475.0:2398346.0:2097017.0:7459647.0:2742837.0:391103.0:4690230.0:8339701.0:4068133.0:8931572.0,36126,5940374.0:1585457.0:2209115.0:4230127.0:1613926.0:360086.0:3715697.0:1934099.0:1613919.0:9061135.0:6489846.0,other_domestic,36112,2097017
9262028,St La Ks,To Kt Rs,To Kt Rs,wickets,3,To Kt Rs,field,Wr Pk Be St Ks,Basseterre,9/1/2022,day match,Cn Pr Le,2022,4045,LS Rr,N Dd,143,9,125,148,7,127,36112,2331475.0:4690286.0:5940374.0:2742837.0:3776849.0:7459647.0:8925405.0:4690230.0:8464343.0:7550892.0:3150538.0,36126,1613919.0:7637559.0:4230127.0:4381761.0:1934099.0:1613926.0:1881193.0:6401282.0:8395141.0:3715697.0:9266095.0,other_domestic,36126,3715697
9225348,Wt Is,Ia,Ia,wickets,7,Ia,field,Wr Pk Be St Ks,Basseterre,8/2/2022,day match,Ia tr of Wt Is ad Ud Ss of Aa,2022,4045,N Dd,PA Gd,164,5,122,165,4,120,41,4690258.0:2436405.0:4230127.0:5742470.0:4690188.0:1742453.0:2740408.0:3715697.0:4690230.0:6347494.0:6347256.0,55,238727.0:3125562.0:4497646.0:6521080.0:4377610.0:3479860.0:210328.0:184960.0:2282125.0:4859490.0:7881845.0,international,55,3125562
9225341,Ia,Wt Is,Wt Is,wickets,5,Wt Is,field,Wr Pk Be St Ks,Basseterre,8/1/2022,day match,Ia tr of Wt Is ad Ud Ss of Aa,2022,4045,GO Be,LS Rr,138,10,121,141,5,119,55,238727.0:3125562.0:4497646.0:6521080.0:4377610.0:1642738.0:210328.0:184960.0:2282125.0:4859490.0:7881845.0,41,4690258.0:2436405.0:4230127.0:4690188.0:1742453.0:5742470.0:5744850.0:2740408.0:3715697.0:4690230.0:6347494.0,international,41,6347494
9262056,Bs Rs,St La Ks,Bs Rs,runs,11,St La Ks,field,Wr Pk Be St Ks,Basseterre,9/4/2022,day match,Cn Pr Le,2022,4045,LS Rr,Ve Sh,162,7,122,91,4,59,36070,3462080.0:2436405.0:2654014.0:7960847.0:6729862.0:2252452.0:4160267.0:2740408.0:7550864.0:6347494.0:8464392.0,36112,2331475.0:313809.0:5940374.0:2742837.0:7459647.0:4690230.0:6249256.0:1547993.0:3776849.0:7550892.0:4690300.0,other_domestic,36070,2436405
9586968,Ga An Ws,St Ks ad Ns Ps,Ga An Ws,runs,65,St Ks ad Ns Ps,field,Wr Pk Be St Ks,Basseterre,8/24/2023,night match,Cn Pr Le,2023,4045,CM Tt,Zd Bh,197,7,128,132,10,107,36084,8127230.0:3715690.0:4069666.0:7960847.0:4690188.0:4739580.0:2294823.0:4739552.0:5744850.0:4690328.0:284339.0,38814,363047.0:3023320.0:8180682.0:232000.0:6401800.0:6347256.0:4160267.0:6402080.0:3468870.0:7535324.0:6401982.0:3373138.0,other_domestic,36084,4690328
8763691,Sh Aa,Id,Sh Aa,runs,42,Sh Aa,bat,Cl Se Ct Cb St Bt,Belfast,7/22/2021,day match,Sh Aa tr of Id,2021,9876,PA Rs,R Bk,159,7,121,117,10,121,34,2604825.0:2654014.0:4239773.0:4203499.0:2364543.0:2252452.0:4887336.0:3872756.0:2659502.0:3794174.0:2654028.0,216,2124002.0:172248.0:2123974.0:2436251.0:6729862.0:2124569.0:6496412.0:7036812.0:3685100.0:2550414.0:6496482.0,international,34,2252452
8763698,Sh Aa,Id,Sh Aa,runs,49,Sh Aa,bat,Cl Se Ct Cb St Bt,Belfast,7/24/2021,day match,Sh Aa tr of Id,2021,9876,AJ Nl,M He,189,2,123,140,9,123,34,2604825.0:1884973.0:2252452.0:3057312.0:4203499.0:4887336.0:3782225.0:3373138.0:3872756.0:2659502.0:2659222.0,216,2124002.0:172248.0:2123974.0:6496412.0:6729862.0:2124569.0:7036812.0:3685100.0:2436426.0:2550414.0:6496426.0,international,34,2604825
9150140,An,Id,An,runs,22,Id,field,Cl Se Ct Cb St Bt,Belfast,8/12/2022,day match,An tr of Id,2022,9876,M He,R Bk,189,5,128,167,9,126,293,5554212.0:6818622.0:6450576.0:3668356.0:181404.0:5554254.0:5736016.0:4980926.0:5554142.0:6818776.0:6819238.0,216,2124002.0:2123974.0:6496412.0:6729862.0:4171460.0:7695666.0:2436251.0:3685100.0:7694588.0:2654021.0:6496482.0,international,293,6818622
9150154,An,Id,Id,wickets,7,Id,field,Cl Se Ct Cb St Bt,Belfast,8/17/2022,day match,An tr of Id,2022,9876,Jh My,R Bk,95,5,94,56,3,40,293,5554212.0:6818622.0:6450576.0:4980926.0:3668356.0:181404.0:5736016.0:5554254.0:5554142.0:6818776.0:3976965.0,216,2124002.0:2123974.0:6496412.0:6729862.0:2436251.0:4171460.0:7695666.0:3685100.0:7036812.0:2436426.0:6496482.0,international,216,3685100
9123197,Nw Zd,Id,Nw Zd,runs,31,Id,field,Cl Se Ct Cb St Bt,Belfast,7/18/2022,day match,Nw Zd tr of Id,2022,9876,PA Rs,R Bk,173,8,126,142,10,118,48,1585457.0:6718326.0:3083632.0:5764576.0:2672214.0:2486896.0:2288789.0:3519011.0:3913475.0:3456424.0:3834375.0,216,2124002.0:2123974.0:7695666.0:6729862.0:4171460.0:6496412.0:2436251.0:3685100.0:2436426.0:2550414.0:6496482.0,international,48,5764576
9150133,An,Id,Id,wickets,5,An,bat,Cl Se Ct Cb St Bt,Belfast,8/11/2022,day match,An tr of Id,2022,9876,Jh My,PA Rs,122,8,128,125,5,116,293,6818622.0:4980926.0:3086803.0:6450576.0:3668356.0:181404.0:5736016.0:5554254.0:5554142.0:6818776.0:6819238.0,216,2124002.0:2123974.0:6496412.0:6729862.0:2436251.0:4171460.0:7695666.0:2921680.0:3685100.0:2436426.0:6496482.0,international,216,
9123211,Id,Nw Zd,Nw Zd,wickets,6,Id,bat,Cl Se Ct Cb St Bt,Belfast,7/22/2022,day match,Nw Zd tr of Id,2022,9876,AG Wf,R Bk,174,6,125,180,4,117,216,2124002.0:2123974.0:6496412.0:6729862.0:7695666.0:2436251.0:4171460.0:3685100.0:2436426.0:2550414.0:6496482.0,48,1585457.0:6718326.0:3083632.0:5764576.0:2672214.0:2486896.0:2288789.0:3519011.0:3913475.0:5984376.0:3834375.0,international,48,5764576
9123204,Nw Zd,Id,Nw Zd,runs,88,Id,field,Cl Se Ct Cb St Bt,Belfast,7/20/2022,day match,Nw Zd tr of Id,2022,9876,AG Wf,PA Rs,179,4,123,91,10,87,48,1585457.0:6718326.0:3083632.0:5764576.0:2672214.0:2486896.0:2288789.0:3519011.0:3913475.0:3456424.0:3834375.0,216,2124002.0:2123974.0:7695666.0:6729862.0:4171460.0:6496412.0:2436251.0:3685100.0:2436426.0:2550414.0:6496482.0,international,48,3083632
9150126,An,Id,Id,wickets,7,An,bat,Cl Se Ct Cb St Bt,Belfast,8/9/2022,day match,An tr of Id,2022,9876,PA Rs,R Bk,168,7,125,171,3,122,293,6818622.0:4980926.0:3086803.0:3668356.0:181404.0:6450576.0:5736016.0:5554254.0:5554142.0:6818776.0:6819238.0,216,2124002.0:2123974.0:6496412.0:6729862.0:2436251.0:7695666.0:4171460.0:3685100.0:2921680.0:2436426.0:6496482.0,international,216,2123974
9516821,Rl Cs Be,Gt Ts,Gt Ts,wickets,6,Gt Ts,field,M Cy Sm Bu,Bengaluru,5/21/2023,night match,In Pr Le,2023,4794,Nn Mn,VK Sa,197,5,125,198,4,123,30393,1776627.0:313809.0:2275195.0:5972868.0:2288789.0:210328.0:7861524.0:2733380.0:1858961.0:5444718.0:6586824.0:9455340.0,48341,1958683.0:7491224.0:3339160.0:3061225.0:2252452.0:2966879.0:4377610.0:5554254.0:8277716.0:3373285.0:3759846.0:8118053.0,In Pr Le,48341,7491224
9516471,Rl Cs Be,Di Cs,Rl Cs Be,runs,23,Di Cs,field,M Cy Sm Bu,Bengaluru,4/15/2023,day/night match,In Pr Le,2023,4794,KN An,MV Sn Kr,174,6,124,151,9,123,30393,1776627.0:313809.0:5972868.0:2275195.0:2733380.0:8117990.0:210328.0:7861524.0:5490666.0:1858961.0:6586824.0:5444718.0,30421,1539236.0:7491189.0:1907163.0:9047499.0:2034423.0:8942828.0:3882850.0:8779896.0:6511336.0:3373866.0:3914658.0:2316327.0,In Pr Le,30393,1776627
9516366,Mi Is,Rl Cs Be,Rl Cs Be,wickets,8,Rl Cs Be,field,M Cy Sm Bu,Bengaluru,4/2/2023,night match,In Pr Le,2023,4794,Nn Mn,Tn Sa,171,7,130,172,2,102,30435,238727.0:5043310.0:7537004.0:3125562.0:8191868.0:8058924.0:6249256.0:8227974.0:8713270.0:230775.0:4688998.0:1907352.0,30393,1776627.0:313809.0:210328.0:2275195.0:2288789.0:8117990.0:2733380.0:8238726.0:3231437.0:6586824.0:212029.0,In Pr Le,30393,313809
9516499,Ci Sr Ks,Rl Cs Be,Ci Sr Ks,runs,8,Rl Cs Be,field,M Cy Sm Bu,Bengaluru,4/17/2023,night match,In Pr Le,2023,4794,KN An,Np Sh,226,6,126,218,8,126,30414,7422673.0:2653993.0:1945425.0:5001170.0:232000.0:62432.0:1642738.0:196580.0:5757884.0:7968225.0:8363578.0:8228219.0,30393,1776627.0:313809.0:5972868.0:2275195.0:8117990.0:210328.0:7586970.0:1858961.0:5490666.0:2733380.0:5444718.0:6586824.0,In Pr Le,30414,2653993
9327534,Ua,Me,Ua,runs,38,Ua,bat,We Pk Bi,Benoni,9/18/2022,day match,Ua tr of Sh Aa,2022,2190,D Oo,IO Oo,162,7,128,124,9,127,251,3719197.0:2943457.0:2159093.0:7906968.0:8246440.0:6496776.0:8246433.0:8964836.0:8246419.0:8964892.0:2943443.0,1210,8088499.0:4099318.0:8088562.0:8088520.0:8088534.0:8142126.0:8142119.0:8088548.0:8088590.0:8088541.0:8088583.0,international,251,8246440
9327492,Ka,Ta,Ta,wickets,4,Ka,bat,We Pk Bi,Benoni,9/17/2022,day match,Ta tr of Sh Aa,2022,2190,Jn Mu,M Mr,155,3,122,159,6,119,195,3313659.0:7753696.0:1872198.0:2436125.0:2158939.0:2159618.0:3081147.0:1670297.0:2051230.0:8246573.0:4462555.0,1490,2073182.0:9005198.0:5065024.0:9346861.0:7092420.0:2073175.0:9346854.0:6016030.0:3295277.0:9005205.0:8246398.0,international,1490,9346854
9327499,Ga,Me,Ga,runs,28,Ga,bat,We Pk Bi,Benoni,9/16/2022,day match,Me tr of Sh Aa,2022,2190,D Oo,IO Oo,154,7,127,126,4,127,958,8913862.0:7753724.0:8088625.0:7753710.0:2663940.0:8915913.0:7753773.0:2159562.0:9346035.0:7753745.0:2160864.0,1210,8088499.0:4099318.0:8088520.0:8142119.0:8088534.0:8088562.0:8088548.0:8088583.0:8088513.0:8142126.0:8088590.0,international,958,
9327485,Ba,Ua,Ua,wickets,7,Ua,field,We Pk Bi,Benoni,9/15/2022,day match,Ua tr of Sh Aa,2022,2190,,,103,8,122,107,3,113,825,2331034.0:6018018.0:2160983.0:8142231.0:6015834.0:7753794.0:4462415.0:8089024.0:7753822.0:7629579.0:4462359.0,251,3719197.0:2943457.0:6496776.0:7906968.0:8246440.0:2159093.0:7753577.0:8246419.0:8246433.0:182986.0:7753570.0,international,251,
9327569,Ka,Ua,Ua,wickets,3,Ua,field,We Pk Bi,Benoni,9/21/2022,day match,Ua tr of Sh Aa,2022,2190,Jn Mu,M Mr,105,8,112,107,7,110,195,3313659.0:7753696.0:2436125.0:1872198.0:1670297.0:3081147.0:2159618.0:2158939.0:2051230.0:8246573.0:4462555.0,251,3719197.0:2943457.0:2159093.0:7906968.0:8246440.0:6496776.0:8246419.0:8246433.0:7753577.0:7753570.0:182986.0,international,251,7753570
9327583,Ta,Ua,Ua,wickets,8,Ua,field,We Pk Bi,Benoni,9/22/2022,day match,Ua tr of Sh Aa,2022,2190,D Oo,IO Oo,174,5,126,175,2,123,1490,2073182.0:9005198.0:9346861.0:9346854.0:2073175.0:6016030.0:5065024.0:7092420.0:9005205.0:3295277.0:8246398.0,251,3719197.0:2943457.0:2159093.0:7906968.0:8246440.0:6496776.0:8246419.0:8246433.0:7753577.0:7753570.0:182986.0,international,251,7906968
9327541,Ba,Me,Ba,runs,92,Me,field,We Pk Bi,Benoni,9/19/2022,day match,Me tr of Sh Aa,2022,2190,D Oo,M Mr,185,6,123,93,10,130,825,2160983.0:2331034.0:7753794.0:6015834.0:8142231.0:4098065.0:7753822.0:4462415.0:4462359.0:8089024.0:7629579.0,1210,8088499.0:4099318.0:8088534.0:8142119.0:8088562.0:8142126.0:8088513.0:8088590.0:8088583.0:8088541.0:8142140.0,international,825,
9327520,Ga,Ua,Ua,wickets,8,Ga,bat,We Pk Bi,Benoni,9/20/2022,day match,Ua tr of Sh Aa,2022,2190,D Oo,IO Oo,133,9,127,135,2,121,958,2159562.0:3611474.0:8915913.0:2663940.0:7753710.0:7753773.0:7753745.0:9346035.0:7753724.0:2160864.0:7753717.0,251,3719197.0:2943457.0:2159093.0:7906968.0:8246440.0:6496776.0:8246419.0:7753577.0:182986.0:8246433.0:7753570.0,international,251,
9327576,Ba,Ta,Ta,wickets,4,Ta,field,We Pk Bi,Benoni,9/21/2022,day match,Ta tr of Sh Aa,2022,2190,D Oo,IO Oo,146,7,123,149,6,116,825,2160983.0:2331034.0:7753794.0:8142231.0:7753822.0:4098065.0:6015834.0:4462415.0:7629579.0:4462359.0:8089024.0,1490,2073182.0:9005198.0:5065024.0:7092420.0:9346861.0:9346854.0:2073175.0:6016030.0:9005205.0:3295277.0:8246398.0,international,1490,2331034
9327548,Ta,Mi,Ta,runs,44,Mi,field,We Pk Bi,Benoni,9/20/2022,day match,Ta tr of Sh Aa,2022,2190,EA Co,Jn Mu,170,8,127,126,4,123,1490,2073182.0:9005198.0:7092420.0:9346861.0:2073175.0:9346854.0:6016030.0:2073196.0:3295277.0:8090256.0:8246398.0,1196,8142049.0:8142091.0:8142084.0:8142042.0:8230830.0:3614554.0:8142063.0:8143722.0:8981811.0:8981790.0:9343648.0,international,1490,
8752092,Bm Bs,De,De,wickets,5,De,field,En Bm,Birmingham,6/24/2021,night match,Vy Bt,2021,1161,BJ Dm,PR Pd,167,9,125,170,5,119,10366,5320118.0:3681957.0:3992960.0:3890963.0:4508006.0:3622856.0:3200756.0:65183.0:2170762.0:2969455.0:2855138.0,6698,2433640.0:7295028.0:3967648.0:4170186.0:5436878.0:3997727.0:6718788.0:3991700.0:3083667.0:5652828.0:6005866.0,other_domestic,6698,4170186
8752169,Dm,Bm Bs,Dm,runs,34,Bm Bs,field,En Bm,Birmingham,6/26/2021,day match,Vy Bt,2021,1161,Cs Ws,PJ Hy,164,8,124,130,10,115,6838,3490108.0:3293520.0:2178119.0:3507090.0:3218340.0:2173646.0:4174932.0:4817000.0:2100524.0:6402374.0:7194480.0,10366,5320118.0:3681957.0:3992960.0:3890963.0:4508006.0:3622856.0:3200756.0:65183.0:8364726.0:2170762.0:2855138.0,other_domestic,6838,2178119
8752260,Ye,Bm Bs,Bm Bs,wickets,10,Ye,bat,En Bm,Birmingham,6/30/2021,night match,Vy Bt,2021,1161,NL Bn,Tm Ly,81,10,96,86,0,55,10618,1762060.0:1609691.0:5367676.0:1627079.0:6381962.0:7804677.0:4527942.0:3620742.0:5361166.0:4473573.0:3456424.0,10366,5320118.0:3681957.0:3992960.0:3890963.0:4508006.0:3200756.0:3622856.0:65183.0:2855138.0:2170762.0:3245689.0,other_domestic,10366,3200756
8752323,Ne,Bm Bs,Ne,runs,114,Bm Bs,field,En Bm,Birmingham,7/2/2021,night match,Vy Bt,2021,1161,Hn An,Tm Ly,177,9,122,63,10,83,8987,3651472.0:1749075.0:2428411.0:130437.0:125915.0:151052.0:7328110.0:2083157.0:6019306.0:4420828.0:2904943.0,10366,5320118.0:3681957.0:3992960.0:3890963.0:4508006.0:7681869.0:3622856.0:65183.0:2170762.0:2855138.0:3245689.0,other_domestic,8987,130437
8752442,Bm Bs,We,Bm Bs,runs,17,Bm Bs,bat,En Bm,Birmingham,7/16/2021,night match,Vy Bt,2021,1161,NB Ck,Rb We,169,5,123,152,6,123,10366,5320118.0:3681957.0:3992960.0:3890963.0:2436405.0:7681869.0:3200756.0:3622856.0:2170762.0:2855138.0:3245689.0,10576,7773338.0:3298427.0:3703328.0:125803.0:2922611.0:2020332.0:4051396.0:4756982.0:3913475.0:7661996.0:3660299.0,other_domestic,10366,3890963
8752512,Bm Bs,Ne,Bm Bs,runs,14,Bm Bs,bat,En Bm,Birmingham,7/18/2021,day match,Vy Bt,2021,1161,ID Bl,RT Rn,191,6,123,177,8,121,10366,3681957.0:7681869.0:2436405.0:3890963.0:3992960.0:8044112.0:3200756.0:3622856.0:2170762.0:2855138.0:3245689.0,8917,4873700.0:6374878.0:2158869.0:2858904.0:181404.0:4645304.0:3636821.0:164604.0:8040164.0:4167946.0:8040136.0,other_domestic,10366,8044112
8768682,Ln St,Bm Px,Bm Px,wickets,3,Bm Px,field,En Bm,Birmingham,7/23/2021,night match,Te Hd Ms Cn,2021,1161,GD Ld,RT Rn,144,6,101,148,7,106,46773,4655384.0:4635658.0:4489974.0:172199.0:87191.0:74087.0:181404.0:334963.0:7783901.0:2173688.0:2036649.0,46780,6718326.0:3220566.0:2827327.0:62432.0:2958164.0:8044112.0:1482249.0:2707431.0:3156033.0:3590362.0:284339.0,other_domestic,46780,4655384
8768766,Tt Rs,Bm Px,Bm Px,wickets,6,Bm Px,field,En Bm,Birmingham,8/1/2021,day match,Te Hd Ms Cn,2021,1161,NJ Lg,SJ Oy,144,6,103,145,4,76,46731,2161599.0:1749075.0:1655436.0:130437.0:2535420.0:5554254.0:5516720.0:4420828.0:4012203.0:2752966.0:2336487.0,46780,6718326.0:7694581.0:62432.0:2827327.0:3220566.0:8044112.0:1482249.0:3156033.0:3590362.0:6240632.0:284339.0,other_domestic,46780,7694581
